"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_14.76" "scaffold_14" "2.5247355" "conserved" "conserved" "9" "184" "7" "2.84376557581686e-05" "6" "1" "0" "0" "0" "113" "0" "0" "0" "0.32707"
"scaffold_14.77" "scaffold_14" "2.6247325" "conserved" "conserved" "7" "226" "5" "2.84376557581686e-05" "0" "0" "0" "1" "0" "142" "0" "0" "0" "0.32093"
"scaffold_14.78" "scaffold_14" "2.72473" "conserved" "conserved" "6" "147" "17" "2.84376557581686e-05" "8" "3" "0" "0" "3" "74" "0" "0" "0" "0.349987"
"scaffold_14.79" "scaffold_14" "2.8247275" "conserved" "conserved" "10" "233" "1" "2.84376557581686e-05" "0" "0" "0" "0" "0" "139" "0" "0" "0" "0.33156"
"scaffold_14.80" "scaffold_14" "2.924725" "conserved" "conserved" "8" "187" "7" "2.84376557581686e-05" "2" "1" "1" "0" "0" "121" "0" "0" "0" "0.330967"
"scaffold_14.81" "scaffold_14" "3.0247225" "conserved" "conserved" "9" "210" "1" "2.84376557581686e-05" "0" "0" "0" "0" "0" "133" "0" "0" "0" "0.32733"
"scaffold_14.82" "scaffold_14" "3.12472" "conserved" "conserved" "8" "199" "2" "2.84376557581686e-05" "0" "0" "0" "0" "0" "114" "0" "0" "0" "0.319886"
"scaffold_14.83" "scaffold_14" "3.2247175" "conserved" "conserved" "6" "199" "4" "2.84376557581686e-05" "1" "1" "0" "1" "0" "124" "0" "0" "0" "0.33739"
"scaffold_14.84" "scaffold_14" "3.3247145" "conserved" "conserved" "7" "250" "0" "0.000100047445240923" "0" "0" "0" "0" "0" "145" "0" "0" "0" "0.32226"
"scaffold_14.85" "scaffold_14" "3.424712" "conserved" "conserved" "10" "191" "2" "1.06935252035799e-05" "0" "0" "0" "0" "0" "106" "0" "0" "0" "0.334537"
"scaffold_14.86" "scaffold_14" "3.5247095" "conserved" "conserved" "9" "182" "4" "1.66040587142026e-05" "0" "0" "0" "0" "2" "102" "1" "0" "0" "0.357111"
"scaffold_14.87" "scaffold_14" "3.624707" "conserved" "conserved" "9" "217" "3" "1.66040587142026e-05" "0" "0" "0" "0" "0" "112" "1" "0" "0" "0.335217"
"scaffold_14.88" "scaffold_14" "3.7247045" "conserved" "conserved" "12" "155" "2" "1.66040587142026e-05" "0" "0" "0" "1" "0" "77" "0" "0" "0" "0.34771"
"scaffold_14.89" "scaffold_14" "3.824702" "conserved" "conserved" "10" "179" "11" "1.66040587142026e-05" "3" "3" "0" "0" "0" "100" "0" "0" "0" "0.345317"
"scaffold_14.90" "scaffold_14" "3.9246995" "conserved" "conserved" "5" "126" "1" "1.66040587142026e-05" "0" "0" "0" "0" "0" "76" "0" "1" "1" "0.350921"
"scaffold_14.91" "scaffold_14" "4.0246965" "conserved" "conserved" "12" "143" "10" "1.66040587142026e-05" "2" "2" "0" "0" "0" "90" "0" "0" "0" "0.34552"
"scaffold_14.92" "scaffold_14" "4.124694" "conserved" "conserved" "16" "170" "11" "5.15524852068276e-05" "7" "2" "0" "1" "0" "73" "0" "0" "0" "0.352477"
"scaffold_14.93" "scaffold_14" "4.2246915" "conserved" "conserved" "11" "169" "9" "4.59537026112458e-05" "1" "1" "0" "1" "0" "90" "0" "0" "0" "0.33915"
"scaffold_14.94" "scaffold_14" "4.324689" "conserved" "conserved" "9" "148" "7" "9.05725261776634e-05" "4" "1" "1" "0" "0" "85" "0" "0" "0" "0.343807"
"scaffold_14.95" "scaffold_14" "4.4246865" "conserved" "conserved" "13" "134" "7" "0.000165225266607308" "1" "1" "0" "2" "0" "57" "0" "0" "0" "0.34449"
"scaffold_14.96" "scaffold_14" "4.524684" "conserved" "conserved" "12" "197" "5" NA "0" "0" "0" "1" "0" "89" "0" "0" "0" "0.335857"
"scaffold_14.97" "scaffold_14" "4.6246815" "conserved" "conserved" "9" "168" "4" NA "0" "0" "0" "0" "0" "86" "0" "0" "0" "0.32859"
"scaffold_14.98" "scaffold_14" "4.7246785" "conserved" "conserved" "7" "220" "5" NA "0" "0" "0" "0" "0" "92" "0" "0" "0" "0.32784"
"scaffold_14.99" "scaffold_14" "4.824676" "conserved" "conserved" "15" "157" "9" NA "4" "1" "0" "1" "1" "69" "0" "0" "0" "0.342807"
"scaffold_14.100" "scaffold_14" "4.9246735" "conserved" "conserved" "14" "210" "9" NA "3" "1" "0" "0" "2" "80" "1" "0" "0" "0.34803"
"scaffold_15" "scaffold_15" "4.837128" "conserved" "conserved" "5" "37" "8" NA "5" "0" "1" "0" "0" "18" "0" "3" "3" "0.39514"
"scaffold_15.1" "scaffold_15" "4.780154" "conserved" "conserved" "0" "50" "5" NA "1" "0" "1" "2" "0" "23" "0" "1" "1" "0.34156"
"scaffold_15.2" "scaffold_15" "4.680157" "conserved" "conserved" "4" "133" "7" NA "6" "1" "0" "0" "0" "69" "0" "2" "0" "0.34087"
"scaffold_15.3" "scaffold_15" "4.5801595" "conserved" "conserved" "3" "186" "13" NA "7" "2" "0" "0" "0" "99" "0" "0" "0" "0.335227"
"scaffold_15.4" "scaffold_15" "4.480162" "conserved" "conserved" "10" "179" "7" "0.000102384817426132" "1" "1" "0" "0" "0" "84" "0" "0" "0" "0.32867"
"scaffold_15.5" "scaffold_15" "4.3801645" "conserved" "conserved" "9" "205" "5" "5.01514574004416e-10" "0" "0" "0" "0" "2" "121" "0" "0" "0" "0.321286"
"scaffold_15.6" "scaffold_15" "4.280167" "conserved" "conserved" "8" "238" "5" "3.29015656046226e-06" "0" "0" "0" "0" "0" "136" "0" "0" "0" "0.33186"
"scaffold_15.7" "scaffold_15" "4.1801695" "conserved" "conserved" "11" "168" "3" "5.38365169336445e-06" "0" "0" "0" "0" "0" "86" "0" "0" "0" "0.323176"
"scaffold_15.8" "scaffold_15" "4.080172" "conserved" "conserved" "9" "171" "11" "5.38365169336445e-06" "1" "1" "0" "1" "0" "80" "0" "1" "1" "0.32988"
"scaffold_15.9" "scaffold_15" "3.980175" "conserved" "conserved" "4" "96" "14" "5.38365169336445e-06" "4" "2" "0" "0" "0" "52" "0" "2" "2" "0.34669"
"scaffold_15.10" "scaffold_15" "3.8801775" "conserved" "conserved" "10" "182" "13" "9.47075442430923e-05" "1" "1" "0" "0" "0" "101" "0" "0" "0" "0.337857"
"scaffold_15.11" "scaffold_15" "3.78018" "conserved" "conserved" "11" "169" "6" "6.89724866378521e-05" "0" "0" "0" "0" "0" "97" "0" "0" "0" "0.34721"
"scaffold_15.12" "scaffold_15" "3.6801825" "conserved" "conserved" "5" "190" "13" "1.58478321901196e-05" "2" "2" "0" "0" "0" "98" "0" "0" "0" "0.325687"
"scaffold_15.13" "scaffold_15" "3.580185" "conserved" "conserved" "7" "202" "16" "1.58478321901196e-05" "2" "1" "1" "0" "0" "115" "0" "0" "0" "0.31804"
"scaffold_15.14" "scaffold_15" "3.4801875" "conserved" "conserved" "7" "167" "8" "1.58478321901196e-05" "1" "0" "1" "1" "3" "98" "0" "1" "1" "0.343527"
"scaffold_15.15" "scaffold_15" "3.38019" "conserved" "conserved" "11" "154" "16" "1.58478321901196e-05" "4" "2" "0" "0" "0" "80" "0" "0" "0" "0.33414"
"scaffold_15.16" "scaffold_15" "3.280193" "conserved" "conserved" "1" "83" "14" "1.58478321901196e-05" "6" "2" "0" "0" "0" "29" "0" "0" "0" "0.358401"
"scaffold_15.17" "scaffold_15" "3.1801955" "conserved" "conserved" "11" "181" "11" "8.64546934201832e-05" "1" "1" "0" "0" "0" "110" "0" "0" "0" "0.327867"
"scaffold_15.18" "scaffold_15" "3.080198" "conserved" "conserved" "11" "156" "6" "6.0328933257067e-05" "0" "0" "0" "1" "0" "99" "0" "0" "0" "0.33678"
"scaffold_15.19" "scaffold_15" "2.9802005" "conserved" "conserved" "9" "169" "8" "5.3287727902029e-05" "3" "1" "0" "1" "0" "94" "0" "0" "0" "0.331127"
"scaffold_15.20" "scaffold_15" "2.880203" "conserved" "conserved" "6" "205" "4" "2.27569487110151e-05" "1" "0" "1" "1" "0" "135" "0" "0" "0" "0.32917"
"scaffold_15.21" "scaffold_15" "2.7802055" "conserved" "conserved" "5" "194" "8" "5.64668176927801e-05" "6" "1" "0" "0" "0" "107" "0" "0" "0" "0.333517"
"scaffold_15.22" "scaffold_15" "2.680208" "conserved" "conserved" "13" "198" "3" "2.90605297377223e-05" "1" "1" "0" "0" "0" "130" "0" "0" "0" "0.32894"
"scaffold_15.23" "scaffold_15" "2.580211" "conserved" "conserved" "14" "147" "12" "2.42629074220271e-05" "5" "0" "1" "1" "0" "80" "0" "0" "0" "0.353851"
"scaffold_15.24" "scaffold_15" "2.4802135" "conserved" "conserved" "8" "234" "2" "2.42629074220271e-05" "0" "0" "0" "0" "0" "152" "0" "0" "0" "0.324076"
"scaffold_15.25" "scaffold_15" "2.380216" "conserved" "conserved" "9" "216" "2" "2.42629074220271e-05" "0" "0" "0" "0" "1" "139" "1" "0" "0" "0.33605"
"scaffold_15.26" "scaffold_15" "2.2802185" "conserved" "conserved" "9" "219" "5" "1.49432061175007e-05" "0" "0" "0" "0" "0" "139" "1" "0" "0" "0.335717"
"scaffold_15.27" "scaffold_15" "2.180221" "conserved" "conserved" "11" "193" "3" "1.09777157499032e-05" "0" "0" "0" "1" "2" "112" "1" "0" "0" "0.33439"
"scaffold_15.28" "scaffold_15" "2.0802235" "conserved" "conserved" "11" "169" "7" "1.09777157499032e-05" "0" "0" "0" "2" "1" "87" "1" "0" "0" "0.339397"
"scaffold_15.29" "scaffold_15" "1.980226" "conserved" "conserved" "11" "199" "7" "1.09777157499032e-05" "4" "1" "0" "0" "0" "129" "0" "0" "0" "0.33452"
"scaffold_15.30" "scaffold_15" "1.880229" "conserved" "conserved" "13" "186" "4" "1.09777157499032e-05" "0" "0" "0" "2" "0" "118" "0" "0" "0" "0.33148"
"scaffold_15.31" "scaffold_15" "1.7802315" "conserved" "conserved" "10" "169" "9" "0.000153235523196685" "2" "0" "2" "0" "1" "99" "0" "0" "0" "0.341607"
"scaffold_15.32" "scaffold_15" "1.680234" "conserved" "conserved" "6" "217" "7" "5.74926274762839e-05" "1" "1" "0" "0" "1" "134" "0" "0" "0" "0.32746"
"scaffold_15.33" "scaffold_15" "1.5802365" "conserved" "conserved" "14" "138" "5" "0.000106051918087608" "0" "0" "0" "0" "1" "67" "0" "1" "0" "0.324276"
"scaffold_15.34" "scaffold_15" "1.480239" "conserved" "conserved" "11" "170" "8" "7.92757787900685e-06" "3" "1" "0" "0" "1" "97" "0" "0" "0" "0.33425"
"scaffold_15.35" "scaffold_15" "1.3802415" "conserved" "conserved" "14" "186" "4" "7.92757787900685e-06" "0" "0" "0" "0" "0" "106" "0" "0" "0" "0.329157"
"scaffold_15.36" "scaffold_15" "1.280244" "conserved" "conserved" "6" "176" "12" "7.92757787900685e-06" "1" "0" "1" "1" "0" "108" "0" "0" "0" "0.33271"
"scaffold_15.37" "scaffold_15" "1.180247" "conserved" "conserved" "4" "176" "9" "7.92757787900685e-06" "0" "0" "0" "1" "1" "97" "0" "1" "1" "0.32256"
"scaffold_15.38" "scaffold_15" "1.0802495" "conserved" "conserved" "5" "127" "8" "8.08889384311136e-06" "7" "1" "1" "0" "0" "61" "0" "0" "0" "0.349527"
"scaffold_15.39" "scaffold_15" "0.980252" "conserved" "conserved" "10" "164" "12" "2.50204380207229e-06" "1" "1" "0" "0" "0" "82" "0" "0" "0" "0.33142"
"scaffold_15.40" "scaffold_15" "0.8802545" "conserved" "conserved" "8" "211" "2" "2.50204380207229e-06" "0" "0" "0" "2" "0" "123" "0" "0" "0" "0.319826"
"scaffold_15.41" "scaffold_15" "0.780257" "conserved" "conserved" "9" "224" "3" "4.10804579355949e-06" "0" "0" "0" "0" "0" "115" "0" "0" "0" "0.3207"
"scaffold_15.42" "scaffold_15" "0.68026" "conserved" "conserved" "9" "179" "6" "4.22709571795444e-06" "0" "0" "0" "0" "2" "95" "0" "0" "0" "0.33345"
"scaffold_15.43" "scaffold_15" "0.5802625" "conserved" "conserved" "6" "160" "12" "4.22709571795444e-06" "2" "0" "2" "1" "0" "77" "0" "0" "0" "0.339827"
"scaffold_15.44" "scaffold_15" "0.480265" "conserved" "conserved" "11" "149" "6" "4.22709571795444e-06" "0" "0" "0" "1" "2" "69" "0" "0" "0" "0.33617"
"scaffold_15.45" "scaffold_15" "0.3802675" "conserved" "conserved" "8" "169" "10" "4.22709571795444e-06" "1" "1" "0" "0" "2" "64" "0" "1" "1" "0.333547"
"scaffold_15.46" "scaffold_15" "0.28027" "conserved" "conserved" "5" "142" "5" "4.22709571795444e-06" "0" "0" "0" "0" "0" "67" "0" "2" "2" "0.32344"
"scaffold_15.47" "scaffold_15" "0.1802725" "conserved" "conserved" "10" "207" "2" "4.22709571795444e-06" "0" "0" "0" "0" "1" "124" "0" "0" "0" "0.323686"
"scaffold_15.48" "scaffold_15" "0.080275" "conserved" "conserved" "12" "207" "3" "3.50979981564858e-06" "0" "0" "0" "0" "0" "111" "0" "0" "0" "0.32423"
"scaffold_15.49" "scaffold_15" "0.019722" "conserved" "conserved" "10" "155" "14" "1.80870884440095e-06" "6" "2" "0" "1" "0" "77" "0" "0" "0" "0.34157"
"scaffold_15.50" "scaffold_15" "0.1197195" "conserved" "conserved" "6" "169" "2" "1.80870884440095e-06" "0" "0" "0" "0" "0" "93" "0" "0" "0" "0.339057"
"scaffold_15.51" "scaffold_15" "0.219717" "conserved" "conserved" "12" "154" "7" "1.80870884440095e-06" "1" "0" "1" "1" "0" "91" "0" "0" "0" "0.34036"
"scaffold_15.52" "scaffold_15" "0.3197145" "conserved" "conserved" "14" "176" "15" "1.80870884440095e-06" "1" "1" "0" "0" "1" "102" "1" "0" "0" "0.339937"
"scaffold_15.53" "scaffold_15" "0.419712" "conserved" "conserved" "7" "159" "13" "1.80870884440095e-06" "2" "2" "0" "1" "0" "92" "0" "0" "0" "0.32927"
"scaffold_15.54" "scaffold_15" "0.5197095" "conserved" "conserved" "6" "188" "5" "1.87429696395903e-05" "0" "0" "0" "1" "1" "109" "0" "0" "0" "0.330687"
"scaffold_15.55" "scaffold_15" "0.619707" "conserved" "conserved" "6" "167" "18" "4.56021692726736e-05" "8" "3" "0" "1" "3" "96" "0" "0" "0" "0.34241"
"scaffold_15.56" "scaffold_15" "0.719704" "conserved" "conserved" "7" "172" "18" "4.56021692726736e-05" "4" "2" "2" "0" "0" "96" "0" "0" "0" "0.34134"
"scaffold_15.57" "scaffold_15" "0.8197015" "conserved" "conserved" "11" "174" "2" "4.56021692726736e-05" "0" "0" "0" "1" "0" "113" "0" "0" "0" "0.323406"
"scaffold_15.58" "scaffold_15" "0.919699" "conserved" "conserved" "4" "162" "8" "4.56021692726736e-05" "1" "0" "1" "1" "4" "90" "0" "1" "1" "0.33769"
"scaffold_15.59" "scaffold_15" "1.0196965" "conserved" "conserved" "8" "175" "17" "4.12168492946922e-05" "7" "2" "0" "0" "0" "83" "0" "0" "0" "0.323896"
"scaffold_15.60" "scaffold_15" "1.119694" "conserved" "conserved" "9" "153" "12" "4.01109577079322e-05" "6" "1" "0" "0" "2" "91" "0" "0" "0" "0.33788"
"scaffold_15.61" "scaffold_15" "1.2196915" "conserved" "conserved" "10" "185" "6" "4.01109577079322e-05" "0" "0" "0" "0" "0" "103" "0" "0" "0" "0.335547"
"scaffold_15.62" "scaffold_15" "1.319689" "conserved" "conserved" "8" "181" "11" "1.74965798138138e-05" "7" "2" "0" "0" "0" "113" "0" "0" "0" "0.33234"
"scaffold_15.63" "scaffold_15" "1.419686" "conserved" "conserved" "13" "175" "9" "9.22959895861197e-06" "1" "1" "0" "1" "0" "101" "0" "0" "0" "0.33766"
"scaffold_15.64" "scaffold_15" "1.5196835" "conserved" "conserved" "6" "203" "7" "9.22959895861197e-06" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.322076"
"scaffold_15.65" "scaffold_15" "1.619681" "conserved" "conserved" "9" "162" "8" "9.22959895861197e-06" "0" "0" "0" "2" "2" "83" "0" "0" "0" "0.34378"
"scaffold_15.66" "scaffold_15" "1.7196785" "conserved" "conserved" "9" "187" "4" "9.22959895861197e-06" "0" "0" "0" "2" "0" "98" "0" "0" "0" "0.334837"
"scaffold_15.67" "scaffold_15" "1.819676" "conserved" "conserved" "9" "200" "4" "9.22959895861197e-06" "0" "0" "0" "0" "0" "121" "0" "0" "0" "0.32472"
"scaffold_15.68" "scaffold_15" "1.9196735" "conserved" "conserved" "4" "188" "11" "1.1952882240317e-05" "1" "1" "0" "1" "0" "110" "0" "0" "0" "0.321916"
"scaffold_15.69" "scaffold_15" "2.019671" "conserved" "conserved" "7" "215" "7" "2.43855596470578e-05" "1" "1" "0" "0" "1" "127" "0" "0" "0" "0.32138"
"scaffold_15.70" "scaffold_15" "2.119668" "conserved" "conserved" "10" "185" "4" "1.69586825129439e-05" "0" "0" "0" "1" "2" "113" "1" "0" "0" "0.32922"
"scaffold_15.71" "scaffold_15" "2.2196655" "conserved" "conserved" "7" "145" "15" "1.24648208495871e-05" "8" "3" "0" "1" "0" "86" "0" "2" "2" "0.341127"
"scaffold_15.72" "scaffold_15" "2.319663" "conserved" "conserved" "6" "229" "6" "1.24648208495871e-05" "0" "0" "0" "0" "1" "134" "0" "0" "0" "0.310669"
"scaffold_15.73" "scaffold_15" "2.4196605" "conserved" "conserved" "11" "179" "5" "1.24648208495871e-05" "0" "0" "0" "1" "0" "103" "0" "0" "0" "0.335397"
"scaffold_15.74" "scaffold_15" "2.519658" "conserved" "conserved" "8" "204" "4" "1.24648208495871e-05" "1" "1" "0" "0" "0" "116" "0" "0" "0" "0.32311"
"scaffold_15.75" "scaffold_15" "2.6196555" "conserved" "conserved" "14" "181" "5" "1.24648208495871e-05" "0" "0" "0" "1" "0" "105" "1" "0" "0" "0.337407"
"scaffold_15.76" "scaffold_15" "2.719653" "conserved" "conserved" "10" "144" "6" "1.38618073116529e-05" "0" "0" "0" "0" "2" "79" "0" "0" "0" "0.34244"
"scaffold_15.77" "scaffold_15" "2.81965" "conserved" "conserved" "9" "173" "11" "1.55415304928081e-05" "1" "1" "0" "0" "0" "103" "0" "0" "0" "0.32612"
"scaffold_15.78" "scaffold_15" "2.9196475" "conserved" "conserved" "7" "145" "11" "3.61263210587817e-06" "1" "1" "0" "0" "0" "81" "0" "0" "0" "0.331227"
"scaffold_15.79" "scaffold_15" "3.019645" "conserved" "conserved" "10" "164" "21" "3.31110870498938e-05" "4" "0" "4" "1" "0" "86" "0" "0" "0" "0.33624"
"scaffold_15.80" "scaffold_15" "3.1196425" "conserved" "conserved" "7" "164" "8" "3.61773953325973e-05" "1" "1" "0" "2" "1" "101" "0" "0" "0" "0.333567"
"scaffold_15.81" "scaffold_15" "3.21964" "conserved" "conserved" "8" "206" "10" "1.53772980132971e-05" "2" "2" "0" "1" "2" "99" "0" "0" "0" "0.32501"
"scaffold_15.82" "scaffold_15" "3.3196375" "conserved" "conserved" "7" "193" "6" "1.33406103173455e-05" "1" "1" "0" "1" "0" "100" "0" "0" "0" "0.323416"
"scaffold_15.83" "scaffold_15" "3.419635" "conserved" "conserved" "7" "222" "4" "1.38995470148583e-05" "0" "0" "0" "0" "1" "130" "0" "0" "0" "0.317089"
"scaffold_15.84" "scaffold_15" "3.519632" "conserved" "conserved" "7" "235" "3" "2.91504057372088e-05" "0" "0" "0" "0" "0" "133" "0" "0" "0" "0.3236"
"scaffold_15.85" "scaffold_15" "3.6196295" "conserved" "conserved" "8" "195" "8" "2.75329802511497e-05" "0" "0" "0" "1" "2" "111" "0" "0" "0" "0.328207"
"scaffold_15.86" "scaffold_15" "3.719627" "conserved" "conserved" "8" "135" "5" "2.75329802511497e-05" "1" "1" "0" "1" "0" "72" "0" "1" "1" "0.33861"
"scaffold_15.87" "scaffold_15" "3.8196245" "conserved" "conserved" "10" "158" "31" "2.75329802511497e-05" "12" "4" "0" "1" "3" "72" "0" "0" "0" "0.346257"
"scaffold_15.88" "scaffold_15" "3.919622" "conserved" "conserved" "13" "188" "17" "4.50352849877189e-05" "2" "2" "0" "3" "0" "93" "0" "0" "0" "0.350681"
"scaffold_15.89" "scaffold_15" "4.019619" "conserved" "conserved" "4" "173" "17" "1.21529724566266e-05" "8" "3" "0" "0" "0" "77" "0" "0" "0" "0.34282"
"scaffold_15.90" "scaffold_15" "4.1196165" "conserved" "conserved" "11" "183" "6" "1.21529724566266e-05" "0" "0" "0" "1" "2" "101" "0" "0" "0" "0.326597"
"scaffold_15.91" "scaffold_15" "4.219614" "conserved" "conserved" "9" "154" "19" "1.21529724566266e-05" "4" "4" "0" "3" "0" "77" "0" "0" "0" "0.3422"
"scaffold_15.92" "scaffold_15" "4.3196115" "conserved" "conserved" "10" "164" "16" "1.21529724566266e-05" "2" "2" "0" "2" "2" "82" "0" "0" "0" "0.343657"
"scaffold_15.93" "scaffold_15" "4.419609" "conserved" "conserved" "9" "176" "19" "1.21529724566266e-05" "7" "4" "0" "1" "0" "94" "0" "0" "0" "0.3392"
"scaffold_15.94" "scaffold_15" "4.5196065" "conserved" "conserved" "5" "100" "17" "1.21529724566266e-05" "4" "1" "1" "0" "2" "49" "0" "0" "0" "0.350017"
"scaffold_15.95" "scaffold_15" "4.619604" "conserved" "conserved" "11" "184" "22" "1.21529724566266e-05" "5" "1" "1" "1" "0" "80" "0" "0" "0" "0.34798"
"scaffold_15.96" "scaffold_15" "4.719601" "conserved" "conserved" "11" "156" "22" "1.21529724566266e-05" "11" "2" "3" "0" "1" "72" "0" "0" "0" "0.360191"
"scaffold_16" "scaffold_16" "4.825859" "conserved" "conserved" "8" "112" "13" NA "5" "0" "1" "0" "1" "38" "0" "0" "0" "0.370965"
"scaffold_16.1" "scaffold_16" "4.7631145" "conserved" "conserved" "7" "159" "17" NA "7" "2" "1" "0" "0" "96" "1" "0" "0" "0.350891"
"scaffold_16.2" "scaffold_16" "4.663117" "conserved" "conserved" "3" "212" "17" NA "6" "1" "1" "1" "0" "117" "0" "0" "0" "0.327307"
"scaffold_16.3" "scaffold_16" "4.5631195" "conserved" "conserved" "7" "157" "19" NA "9" "2" "1" "0" "0" "75" "0" "0" "0" "0.34174"
"scaffold_16.4" "scaffold_16" "4.463122" "conserved" "conserved" "0" "44" "2" NA "0" "0" "0" "0" "0" "30" "0" "4" "1" "0.346147"
"scaffold_16.5" "scaffold_16" "4.3631245" "conserved" "conserved" "5" "230" "3" NA "0" "0" "0" "0" "0" "134" "0" "0" "0" "0.31933"
"scaffold_16.6" "scaffold_16" "4.2631275" "conserved" "conserved" "6" "141" "25" NA "16" "4" "0" "0" "1" "70" "0" "0" "0" "0.357531"
"scaffold_16.7" "scaffold_16" "4.16313" "conserved" "conserved" "4" "225" "1" NA "0" "0" "0" "0" "0" "148" "0" "0" "0" "0.308596"
"scaffold_16.8" "scaffold_16" "4.0631325" "conserved" "conserved" "11" "171" "8" NA "1" "1" "0" "2" "0" "100" "0" "0" "0" "0.33809"
"scaffold_16.9" "scaffold_16" "3.963135" "conserved" "conserved" "11" "197" "7" "4.53261411713928e-07" "1" "1" "0" "0" "0" "120" "0" "0" "0" "0.325657"
"scaffold_16.10" "scaffold_16" "3.8631375" "conserved" "conserved" "11" "226" "0" "4.97537737760495e-05" "0" "0" "0" "0" "0" "130" "0" "0" "0" "0.313359"
"scaffold_16.11" "scaffold_16" "3.76314" "conserved" "conserved" "8" "209" "16" "3.77320689690962e-05" "9" "2" "2" "0" "0" "132" "0" "0" "0" "0.349707"
"scaffold_16.12" "scaffold_16" "3.6631425" "conserved" "conserved" "7" "175" "12" "2.23418864430489e-05" "9" "2" "0" "0" "2" "109" "0" "0" "0" "0.34407"
"scaffold_16.13" "scaffold_16" "3.5631455" "conserved" "conserved" "10" "252" "4" "2.23418864430489e-05" "0" "0" "0" "0" "0" "155" "1" "0" "0" "0.32795"
"scaffold_16.14" "scaffold_16" "3.463148" "conserved" "conserved" "13" "209" "1" "2.23418864430489e-05" "0" "0" "0" "1" "0" "121" "2" "0" "0" "0.338577"
"scaffold_16.15" "scaffold_16" "3.3631505" "conserved" "conserved" "8" "190" "5" "2.23418864430489e-05" "0" "0" "0" "0" "0" "105" "1" "0" "0" "0.33533"
"scaffold_16.16" "scaffold_16" "3.263153" "conserved" "conserved" "16" "170" "9" "9.47128333661991e-05" "3" "1" "0" "0" "2" "111" "0" "0" "0" "0.332327"
"scaffold_16.17" "scaffold_16" "3.1631555" "conserved" "conserved" "8" "167" "7" "3.34349203371846e-05" "1" "1" "0" "1" "0" "95" "0" "1" "1" "0.34449"
"scaffold_16.18" "scaffold_16" "3.063158" "conserved" "conserved" "11" "166" "8" "3.36777836764288e-05" "1" "0" "1" "0" "1" "86" "0" "0" "0" "0.336387"
"scaffold_16.19" "scaffold_16" "2.9631605" "conserved" "conserved" "13" "193" "5" "3.545943101347e-05" "1" "1" "0" "0" "0" "109" "0" "0" "0" "0.33912"
"scaffold_16.20" "scaffold_16" "2.8631635" "conserved" "conserved" "8" "200" "3" "3.545943101347e-05" "0" "0" "0" "0" "0" "120" "0" "0" "0" "0.33125"
"scaffold_16.21" "scaffold_16" "2.763166" "conserved" "conserved" "8" "237" "1" "6.46649927911955e-05" "0" "0" "0" "0" "0" "137" "1" "0" "0" "0.325757"
"scaffold_16.22" "scaffold_16" "2.6631685" "conserved" "conserved" "3" "231" "24" "1.15140351158138e-05" "11" "3" "3" "0" "0" "145" "0" "0" "0" "0.32946"
"scaffold_16.23" "scaffold_16" "2.563171" "conserved" "conserved" "9" "137" "14" "4.22894418227843e-05" "3" "0" "3" "0" "0" "84" "0" "1" "1" "0.354267"
"scaffold_16.24" "scaffold_16" "2.4631735" "conserved" "conserved" "8" "192" "6" "6.14193699341576e-05" "1" "0" "1" "0" "2" "118" "0" "0" "0" "0.32648"
"scaffold_16.25" "scaffold_16" "2.363176" "conserved" "conserved" "6" "211" "4" "6.55404405032037e-05" "0" "0" "0" "0" "0" "120" "0" "0" "0" "0.323526"
"scaffold_16.26" "scaffold_16" "2.2631785" "conserved" "conserved" "12" "161" "12" "2.10413139239656e-05" "7" "2" "0" "0" "1" "108" "0" "0" "0" "0.34248"
"scaffold_16.27" "scaffold_16" "2.1631815" "conserved" "conserved" "6" "211" "2" "4.75117594694842e-05" "0" "0" "0" "0" "0" "133" "0" "0" "0" "0.314689"
"scaffold_16.28" "scaffold_16" "2.063184" "conserved" "conserved" "8" "159" "2" "9.2043739096106e-05" "1" "0" "1" "0" "0" "85" "0" "0" "0" "0.332337"
"scaffold_16.29" "scaffold_16" "1.9631865" "conserved" "conserved" "5" "158" "14" "1.20678935069444e-05" "1" "1" "0" "1" "0" "74" "0" "0" "0" "0.32517"
"scaffold_16.30" "scaffold_16" "1.863189" "conserved" "conserved" "13" "204" "6" "1.20678935069444e-05" "0" "0" "0" "0" "2" "130" "0" "0" "0" "0.330207"
"scaffold_16.31" "scaffold_16" "1.7631915" "conserved" "conserved" "6" "182" "15" "6.45394721670923e-05" "1" "1" "0" "1" "0" "92" "0" "0" "0" "0.32844"
"scaffold_16.32" "scaffold_16" "1.663194" "conserved" "conserved" "2" "152" "13" "7.14210053766493e-06" "10" "2" "0" "0" "1" "88" "0" "1" "1" "0.325307"
"scaffold_16.33" "scaffold_16" "1.5631965" "conserved" "conserved" "6" "191" "6" "6.28304080212348e-05" "0" "0" "0" "1" "0" "108" "0" "0" "0" "0.33078"
"scaffold_16.34" "scaffold_16" "1.4631995" "conserved" "conserved" "9" "179" "4" "4.02016859508414e-05" "0" "0" "0" "0" "0" "119" "0" "0" "0" "0.32673"
