"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_18.90" "scaffold_18" "4.3593775" "conserved" "conserved" "11" "200" "23" NA "4" "4" "0" "0" "0" "93" "0" "0" "0" "0.341055"
"scaffold_18.91" "scaffold_18" "4.459353" "conserved" "conserved" "3" "118" "11" NA "2" "0" "2" "1" "0" "51" "0" "1" "0" "0.361757"
"scaffold_18.92" "scaffold_18" "4.5593285" "conserved" "conserved" "2" "64" "15" NA "3" "0" "3" "1" "0" "30" "0" "2" "2" "0.367372"
"scaffold_19" "scaffold_19" "4.583967" "rearranged" "rearranged" "3" "111" "2" NA "0" "0" "0" "0" "0" "45" "0" "3" "3" "0.346658"
"scaffold_19.1" "scaffold_19" "4.498556" "rearranged" "conserved" "12" "237" "3" NA "0" "0" "0" "0" "0" "92" "0" "0" "0" "0.32091"
"scaffold_19.2" "scaffold_19" "4.398581" "rearranged" "conserved" "19" "175" "7" NA "0" "0" "0" "0" "1" "49" "0" "0" "0" "0.352638"
"scaffold_19.3" "scaffold_19" "4.298606" "rearranged" "conserved" "12" "198" "5" NA "0" "0" "0" "0" "1" "99" "0" "0" "0" "0.322481"
"scaffold_19.4" "scaffold_19" "4.1986305" "rearranged" "conserved" "9" "221" "9" NA "1" "1" "0" "2" "0" "100" "0" "0" "0" "0.33426"
"scaffold_19.5" "scaffold_19" "4.098655" "rearranged" "conserved" "12" "151" "5" NA "4" "1" "0" "0" "0" "73" "1" "1" "1" "0.332643"
"scaffold_19.6" "scaffold_19" "3.99868" "rearranged" "conserved" "9" "216" "9" NA "0" "0" "0" "1" "0" "125" "0" "0" "0" "0.32175"
"scaffold_19.7" "scaffold_19" "3.898705" "rearranged" "conserved" "10" "189" "5" NA "0" "0" "0" "0" "0" "104" "0" "0" "0" "0.336534"
"scaffold_19.8" "scaffold_19" "3.79873" "rearranged" "conserved" "12" "166" "4" NA "0" "0" "0" "3" "0" "82" "0" "0" "0" "0.334354"
"scaffold_19.9" "scaffold_19" "3.698755" "rearranged" "conserved" "12" "249" "1" NA "0" "0" "0" "0" "0" "119" "0" "0" "0" "0.325121"
"scaffold_19.10" "scaffold_19" "3.5987795" "rearranged" "conserved" "16" "185" "3" NA "1" "0" "1" "0" "1" "102" "0" "0" "0" "0.330959"
"scaffold_19.11" "scaffold_19" "3.498804" "rearranged" "conserved" "13" "163" "6" NA "1" "1" "0" "1" "0" "81" "0" "0" "0" "0.336174"
"scaffold_19.12" "scaffold_19" "3.398829" "rearranged" "conserved" "8" "198" "9" "2.57467012738946e-09" "2" "1" "1" "1" "0" "114" "0" "0" "0" "0.334464"
"scaffold_19.13" "scaffold_19" "3.298854" "rearranged" "conserved" "5" "156" "4" "3.43378292991596e-10" "0" "0" "0" "0" "0" "95" "0" "0" "0" "0.327352"
"scaffold_19.14" "scaffold_19" "3.198879" "rearranged" "conserved" "13" "153" "8" "5.44912981868989e-06" "3" "1" "0" "0" "0" "84" "0" "0" "0" "0.344816"
"scaffold_19.15" "scaffold_19" "3.098904" "rearranged" "conserved" "10" "235" "0" "1.73792596045247e-05" "0" "0" "0" "0" "0" "128" "0" "0" "0" "0.328742"
"scaffold_19.16" "scaffold_19" "2.9989285" "rearranged" "conserved" "7" "224" "10" "2.17502237783069e-06" "6" "1" "0" "0" "1" "129" "0" "0" "0" "0.310835"
"scaffold_19.17" "scaffold_19" "2.898953" "rearranged" "conserved" "12" "214" "6" "2.17502237783069e-06" "3" "1" "0" "0" "0" "123" "0" "0" "0" "0.329902"
"scaffold_19.18" "scaffold_19" "2.798978" "rearranged" "conserved" "7" "167" "15" "2.17502237783069e-06" "6" "2" "0" "1" "0" "97" "0" "0" "0" "0.346477"
"scaffold_19.19" "scaffold_19" "2.699003" "rearranged" "conserved" "8" "194" "2" "4.56596130128156e-06" "0" "0" "0" "1" "0" "115" "0" "0" "0" "0.325721"
"scaffold_19.20" "scaffold_19" "2.599028" "rearranged" "conserved" "7" "184" "10" "1.0022691696133e-05" "4" "2" "0" "2" "0" "113" "0" "0" "0" "0.322111"
"scaffold_19.21" "scaffold_19" "2.499053" "rearranged" "conserved" "5" "245" "4" "1.0022691696133e-05" "0" "0" "0" "0" "0" "148" "1" "0" "0" "0.310308"
"scaffold_19.22" "scaffold_19" "2.3990775" "rearranged" "conserved" "5" "146" "11" "1.0022691696133e-05" "4" "1" "0" "0" "0" "88" "0" "1" "1" "0.349204"
"scaffold_19.23" "scaffold_19" "2.299102" "rearranged" "conserved" "11" "191" "20" "1.0022691696133e-05" "10" "2" "0" "1" "0" "105" "0" "0" "0" "0.341335"
"scaffold_19.24" "scaffold_19" "2.199127" "rearranged" "conserved" "12" "198" "4" "1.0022691696133e-05" "0" "0" "0" "1" "0" "114" "1" "0" "0" "0.336524"
"scaffold_19.25" "scaffold_19" "2.099152" "rearranged" "conserved" "5" "151" "11" "1.0022691696133e-05" "4" "1" "1" "0" "0" "74" "0" "0" "0" "0.342496"
"scaffold_19.26" "scaffold_19" "1.999177" "rearranged" "conserved" "11" "189" "8" "3.48904214986009e-05" "2" "2" "0" "0" "0" "106" "0" "0" "0" "0.317759"
"scaffold_19.27" "scaffold_19" "1.899202" "rearranged" "conserved" "7" "241" "5" "5.51436733387236e-05" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.326142"
"scaffold_19.28" "scaffold_19" "1.7992265" "rearranged" "conserved" "7" "159" "12" "2.05791968004984e-05" "0" "0" "0" "0" "2" "84" "0" "1" "1" "0.340802"
"scaffold_19.29" "scaffold_19" "1.699251" "rearranged" "conserved" "8" "187" "10" "2.05791968004984e-05" "6" "1" "0" "0" "0" "83" "0" "0" "0" "0.331403"
"scaffold_19.30" "scaffold_19" "1.599276" "rearranged" "conserved" "10" "240" "3" "0.000110933886619729" "0" "0" "0" "0" "0" "147" "0" "0" "0" "0.315649"
"scaffold_19.31" "scaffold_19" "1.499301" "rearranged" "conserved" "3" "192" "13" "1.87997705044813e-05" "6" "1" "0" "2" "2" "105" "0" "0" "0" "0.336224"
"scaffold_19.32" "scaffold_19" "1.399326" "rearranged" "conserved" "8" "149" "23" "1.87997705044813e-05" "5" "2" "0" "2" "0" "71" "0" "0" "0" "0.335224"
"scaffold_19.33" "scaffold_19" "1.299351" "rearranged" "conserved" "14" "217" "8" "0.000103712631544787" "4" "1" "0" "0" "0" "121" "0" "0" "0" "0.340105"
"scaffold_19.34" "scaffold_19" "1.1993755" "rearranged" "conserved" "12" "228" "6" "3.97816229251935e-06" "4" "1" "0" "0" "0" "139" "0" "0" "0" "0.33219"
"scaffold_19.35" "scaffold_19" "1.0994" "rearranged" "conserved" "10" "187" "27" "6.13087623130019e-06" "11" "3" "2" "0" "1" "109" "0" "0" "0" "0.353558"
"scaffold_19.36" "scaffold_19" "0.999425" "rearranged" "conserved" "8" "241" "4" "6.13087623130019e-06" "0" "0" "0" "1" "0" "157" "0" "0" "0" "0.331173"
"scaffold_19.37" "scaffold_19" "0.89945" "rearranged" "conserved" "13" "188" "5" "6.13087623130019e-06" "0" "0" "0" "0" "1" "106" "0" "0" "0" "0.333653"
"scaffold_19.38" "scaffold_19" "0.799475" "rearranged" "conserved" "7" "163" "5" "6.13087623130019e-06" "1" "1" "0" "1" "0" "111" "0" "2" "2" "0.333963"
"scaffold_19.39" "scaffold_19" "0.6995" "rearranged" "conserved" "4" "154" "13" "6.13087623130019e-06" "3" "1" "2" "1" "0" "74" "0" "0" "0" "0.329332"
"scaffold_19.40" "scaffold_19" "0.5995245" "rearranged" "conserved" "10" "237" "2" "6.13087623130019e-06" "0" "0" "0" "1" "0" "143" "0" "0" "0" "0.327359"
"scaffold_19.41" "scaffold_19" "0.499549" "rearranged" "conserved" "13" "221" "6" "6.13087623130019e-06" "1" "1" "0" "0" "0" "141" "0" "0" "0" "0.322141"
"scaffold_19.42" "scaffold_19" "0.399574" "rearranged" "conserved" "5" "212" "6" "6.13087623130019e-06" "1" "1" "0" "1" "0" "123" "0" "0" "0" "0.310748"
"scaffold_19.43" "scaffold_19" "0.299599" "rearranged" "conserved" "13" "204" "7" "6.13087623130019e-06" "0" "0" "0" "0" "2" "126" "0" "0" "0" "0.323951"
"scaffold_19.44" "scaffold_19" "0.199624" "rearranged" "conserved" "6" "170" "10" "1.81086991528713e-05" "0" "0" "0" "1" "1" "100" "0" "1" "1" "0.325631"
"scaffold_19.45" "scaffold_19" "0.099649" "rearranged" "conserved" "9" "209" "7" "1.98534028477117e-05" "6" "1" "0" "0" "0" "120" "1" "1" "1" "0.333953"
"scaffold_19.46" "scaffold_19" "0.000326" "rearranged" "conserved" "11" "204" "2" "1.98534028477117e-05" "0" "0" "0" "0" "0" "132" "0" "0" "0" "0.31948"
"scaffold_19.47" "scaffold_19" "0.1003015" "rearranged" "conserved" "8" "186" "12" "3.95532997905409e-05" "3" "1" "0" "1" "2" "98" "0" "0" "0" "0.347193"
"scaffold_19.48" "scaffold_19" "0.200277" "rearranged" "conserved" "17" "134" "3" "0.000129941307920727" "0" "0" "0" "0" "0" "75" "0" "0" "0" "0.351888"
"scaffold_19.49" "scaffold_19" "0.300252" "rearranged" "conserved" "7" "136" "16" "6.67000458131337e-06" "8" "1" "2" "1" "0" "76" "0" "0" "0" "0.371283"
"scaffold_19.50" "scaffold_19" "0.400227" "rearranged" "conserved" "10" "216" "5" "4.77994964577881e-05" "5" "0" "1" "0" "0" "139" "0" "0" "0" "0.343496"
"scaffold_19.51" "scaffold_19" "0.500202" "rearranged" "conserved" "8" "238" "1" "1.48296430242165e-05" "0" "0" "0" "0" "0" "140" "0" "0" "0" "0.31979"
"scaffold_19.52" "scaffold_19" "0.600177" "rearranged" "conserved" "5" "198" "11" "1.48296430242165e-05" "2" "1" "1" "0" "0" "108" "0" "0" "0" "0.335584"
"scaffold_19.53" "scaffold_19" "0.7001525" "rearranged" "conserved" "3" "194" "3" "1.48296430242165e-05" "1" "1" "0" "0" "0" "101" "0" "0" "0" "0.312795"
"scaffold_19.54" "scaffold_19" "0.800128" "rearranged" "conserved" "7" "206" "3" "1.48296430242165e-05" "0" "0" "0" "1" "0" "113" "0" "0" "0" "0.31958"
"scaffold_19.55" "scaffold_19" "0.900103" "rearranged" "conserved" "12" "194" "6" "1.48296430242165e-05" "0" "0" "0" "0" "0" "105" "0" "0" "0" "0.340705"
"scaffold_19.56" "scaffold_19" "1.000078" "rearranged" "conserved" "8" "216" "1" "1.48296430242165e-05" "0" "0" "0" "0" "0" "129" "0" "0" "0" "0.32141"
"scaffold_19.57" "scaffold_19" "1.100053" "rearranged" "conserved" "10" "174" "7" "1.48296430242165e-05" "2" "2" "0" "0" "0" "125" "0" "0" "0" "0.328212"
"scaffold_19.58" "scaffold_19" "1.200028" "rearranged" "conserved" "7" "172" "7" "1.97410199566553e-05" "0" "0" "0" "1" "0" "89" "0" "0" "0" "0.32163"
"scaffold_19.59" "scaffold_19" "1.3000035" "rearranged" "conserved" "7" "141" "4" "6.93169844295984e-06" "0" "0" "0" "1" "0" "76" "0" "0" "0" "0.342852"
"scaffold_19.60" "scaffold_19" "1.399979" "rearranged" "conserved" "7" "207" "11" "6.93169844295983e-06" "2" "2" "0" "0" "0" "120" "0" "0" "0" "0.309927"
"scaffold_19.61" "scaffold_19" "1.499954" "rearranged" "conserved" "11" "182" "11" "6.93169844295983e-06" "1" "1" "0" "0" "1" "99" "0" "0" "0" "0.332663"
"scaffold_19.62" "scaffold_19" "1.599929" "rearranged" "conserved" "8" "169" "9" "7.42723934289931e-06" "1" "1" "0" "2" "1" "102" "0" "0" "0" "0.339865"
"scaffold_19.63" "scaffold_19" "1.699904" "rearranged" "conserved" "8" "185" "0" "1.45144669332193e-05" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.333473"
"scaffold_19.64" "scaffold_19" "1.799879" "rearranged" "conserved" "8" "151" "8" "1.51275292187677e-05" "1" "0" "1" "1" "0" "77" "2" "0" "0" "0.336474"
"scaffold_19.65" "scaffold_19" "1.8998545" "rearranged" "conserved" "7" "183" "18" "1.42877839506973e-05" "5" "0" "1" "0" "0" "99" "0" "0" "0" "0.354815"
"scaffold_19.66" "scaffold_19" "1.99983" "rearranged" "conserved" "7" "155" "7" "4.09128059313555e-05" "3" "1" "1" "0" "1" "86" "0" "0" "0" "0.334564"
"scaffold_19.67" "scaffold_19" "2.099805" "rearranged" "conserved" "5" "183" "16" "3.51003601344596e-05" "5" "4" "0" "0" "0" "105" "0" "0" "0" "0.328392"
"scaffold_19.68" "scaffold_19" "2.19978" "rearranged" "conserved" "10" "172" "4" "3.51003601344596e-05" "1" "0" "1" "0" "0" "111" "0" "0" "0" "0.325671"
"scaffold_19.69" "scaffold_19" "2.299755" "rearranged" "conserved" "5" "166" "4" "3.51003601344596e-05" "0" "0" "0" "2" "0" "98" "0" "0" "0" "0.331423"
"scaffold_19.70" "scaffold_19" "2.39973" "rearranged" "conserved" "4" "188" "8" "3.51003601344596e-05" "6" "1" "0" "0" "0" "97" "0" "0" "0" "0.324971"
"scaffold_19.71" "scaffold_19" "2.4997055" "rearranged" "conserved" "9" "198" "8" "3.51003601344596e-05" "6" "1" "0" "1" "0" "108" "0" "0" "0" "0.325558"
"scaffold_19.72" "scaffold_19" "2.599681" "rearranged" "conserved" "9" "219" "6" "3.51003601344596e-05" "1" "0" "1" "0" "0" "134" "0" "0" "0" "0.328522"
"scaffold_19.73" "scaffold_19" "2.699656" "rearranged" "conserved" "9" "152" "8" "3.51003601344596e-05" "5" "0" "1" "0" "2" "90" "0" "0" "0" "0.352708"
"scaffold_19.74" "scaffold_19" "2.799631" "rearranged" "conserved" "7" "190" "6" "3.51003601344596e-05" "1" "1" "0" "1" "0" "116" "0" "0" "0" "0.329872"
"scaffold_19.75" "scaffold_19" "2.899606" "rearranged" "conserved" "14" "170" "20" "6.73335403880134e-05" "3" "1" "2" "0" "2" "90" "0" "0" "0" "0.342556"
"scaffold_19.76" "scaffold_19" "2.999581" "rearranged" "conserved" "10" "169" "8" "0.000115587713931873" "4" "1" "0" "1" "1" "94" "0" "0" "0" "0.340615"
"scaffold_19.77" "scaffold_19" "3.0995565" "rearranged" "conserved" "5" "184" "13" "5.78785292568031e-05" "2" "2" "0" "0" "0" "112" "0" "0" "0" "0.323048"
"scaffold_19.78" "scaffold_19" "3.199532" "rearranged" "conserved" "0" "132" "23" "2.10206162365077e-05" "3" "3" "0" "1" "1" "65" "0" "0" "0" "0.341505"
"scaffold_19.79" "scaffold_19" "3.299507" "rearranged" "conserved" "6" "158" "11" "2.10206162365077e-05" "6" "1" "0" "0" "0" "71" "0" "0" "0" "0.341315"
"scaffold_19.80" "scaffold_19" "3.399482" "rearranged" "conserved" "7" "159" "6" "1.948631680569e-05" "0" "0" "0" "2" "0" "79" "0" "0" "0" "0.336994"
"scaffold_19.81" "scaffold_19" "3.499457" "rearranged" "conserved" "10" "133" "21" "2.33100438866705e-05" "8" "3" "0" "2" "0" "76" "1" "0" "0" "0.338055"
"scaffold_19.82" "scaffold_19" "3.599432" "rearranged" "conserved" "8" "149" "15" "1.4965255591987e-05" "4" "1" "0" "1" "1" "72" "0" "0" "0" "0.341535"
"scaffold_19.83" "scaffold_19" "3.6994075" "rearranged" "conserved" "11" "163" "11" "1.55782753156794e-05" "4" "1" "0" "0" "0" "90" "0" "0" "0" "0.336651"
"scaffold_19.84" "scaffold_19" "3.799383" "rearranged" "conserved" "7" "159" "18" "1.44669762049061e-05" "7" "2" "1" "2" "0" "73" "0" "0" "0" "0.340865"
"scaffold_19.85" "scaffold_19" "3.899358" "rearranged" "conserved" "5" "177" "5" "3.29960185667334e-06" "0" "0" "0" "1" "0" "94" "0" "1" "1" "0.346707"
"scaffold_19.86" "scaffold_19" "3.999333" "rearranged" "conserved" "9" "162" "13" "8.88334035910814e-07" "5" "2" "0" "1" "1" "71" "0" "0" "0" "0.340645"
"scaffold_19.87" "scaffold_19" "4.099308" "rearranged" "conserved" "9" "187" "9" NA "1" "0" "1" "0" "0" "105" "0" "0" "0" "0.336194"
"scaffold_19.88" "scaffold_19" "4.199283" "rearranged" "conserved" "7" "160" "17" NA "12" "2" "1" "1" "0" "73" "0" "0" "0" "0.36097"
"scaffold_19.89" "scaffold_19" "4.2992585" "rearranged" "conserved" "10" "124" "16" NA "3" "3" "0" "0" "0" "54" "0" "0" "0" "0.342632"
"scaffold_19.90" "scaffold_19" "4.399234" "rearranged" "conserved" "11" "154" "20" NA "6" "4" "0" "1" "0" "88" "0" "0" "0" "0.350698"
"scaffold_19.91" "scaffold_19" "4.499209" "rearranged" "conserved" "9" "149" "22" NA "6" "2" "2" "0" "0" "67" "0" "0" "0" "0.363581"
"scaffold_20" "scaffold_20" "4.52754" "conserved" "conserved" "3" "97" "16" NA "8" "2" "1" "1" "0" "49" "0" "1" "1" "0.370786"
"scaffold_20.1" "scaffold_20" "4.462663" "conserved" "conserved" "1" "116" "22" NA "10" "0" "6" "1" "0" "47" "0" "1" "1" "0.381185"
"scaffold_20.2" "scaffold_20" "4.362688" "conserved" "conserved" "2" "194" "21" NA "7" "3" "2" "1" "0" "91" "0" "0" "0" "0.36058"
"scaffold_20.3" "scaffold_20" "4.2627125" "conserved" "conserved" "9" "213" "17" NA "7" "2" "0" "1" "0" "114" "0" "0" "0" "0.343302"
"scaffold_20.4" "scaffold_20" "4.162737" "conserved" "conserved" "3" "160" "8" NA "0" "0" "0" "1" "0" "86" "0" "0" "0" "0.3189"
"scaffold_20.5" "scaffold_20" "4.062762" "conserved" "conserved" "13" "127" "18" NA "12" "2" "2" "0" "0" "64" "0" "0" "0" "0.372283"
"scaffold_20.6" "scaffold_20" "3.962787" "conserved" "conserved" "5" "188" "7" NA "0" "0" "0" "1" "0" "112" "0" "0" "0" "0.328062"
"scaffold_20.7" "scaffold_20" "3.862812" "conserved" "conserved" "9" "147" "0" NA "0" "0" "0" "0" "0" "66" "0" "0" "0" "0.322601"
"scaffold_20.8" "scaffold_20" "3.762837" "conserved" "conserved" "8" "137" "2" "7.15834286048289e-06" "0" "0" "0" "0" "0" "71" "0" "0" "0" "0.316199"
"scaffold_20.9" "scaffold_20" "3.6628615" "conserved" "conserved" "13" "193" "8" "1.60193057821967e-05" "6" "1" "0" "0" "0" "104" "0" "0" "0" "0.33162"
"scaffold_20.10" "scaffold_20" "3.562886" "conserved" "conserved" "5" "205" "14" "1.60193057821967e-05" "1" "1" "0" "0" "0" "103" "0" "0" "0" "0.314889"
"scaffold_20.11" "scaffold_20" "3.462911" "conserved" "conserved" "26" "157" "1" "1.60193057821967e-05" "0" "0" "0" "0" "0" "93" "0" "0" "0" "0.350558"
"scaffold_20.12" "scaffold_20" "3.362936" "conserved" "conserved" "17" "223" "7" "6.03341290419394e-05" "0" "0" "0" "0" "2" "139" "0" "0" "0" "0.347197"
"scaffold_20.13" "scaffold_20" "3.262961" "conserved" "conserved" "7" "173" "11" "7.89713662258808e-05" "2" "2" "0" "1" "0" "95" "0" "0" "0" "0.311808"
"scaffold_20.14" "scaffold_20" "3.162986" "conserved" "conserved" "7" "197" "4" "1.85421208145107e-05" "1" "1" "0" "0" "0" "110" "0" "0" "0" "0.313989"
"scaffold_20.15" "scaffold_20" "3.0630105" "conserved" "conserved" "4" "166" "5" "2.36494988218033e-05" "1" "1" "0" "1" "0" "75" "0" "0" "0" "0.318436"
"scaffold_20.16" "scaffold_20" "2.963035" "conserved" "conserved" "8" "231" "17" "9.7233582576492e-05" "2" "1" "1" "1" "0" "139" "0" "1" "1" "0.336234"
"scaffold_20.17" "scaffold_20" "2.86306" "conserved" "conserved" "14" "206" "17" "1.04997711428246e-05" "1" "1" "0" "0" "0" "121" "0" "0" "0" "0.335844"
"scaffold_20.18" "scaffold_20" "2.763085" "conserved" "conserved" "10" "151" "7" "1.04997711428246e-05" "0" "0" "0" "0" "0" "73" "0" "0" "0" "0.31839"
"scaffold_20.19" "scaffold_20" "2.66311" "conserved" "conserved" "4" "183" "10" "1.04997711428246e-05" "2" "2" "0" "2" "0" "98" "0" "0" "0" "0.309827"
"scaffold_20.20" "scaffold_20" "2.563135" "conserved" "conserved" "3" "236" "8" "1.04997711428246e-05" "4" "3" "0" "0" "0" "146" "0" "0" "0" "0.310508"
"scaffold_20.21" "scaffold_20" "2.4631595" "conserved" "conserved" "6" "206" "14" "1.04997711428246e-05" "8" "2" "0" "1" "0" "107" "0" "0" "0" "0.345013"
"scaffold_20.22" "scaffold_20" "2.363184" "conserved" "conserved" "11" "153" "21" "1.10288758765952e-05" "14" "2" "2" "1" "0" "98" "0" "0" "0" "0.344896"
"scaffold_20.23" "scaffold_20" "2.263209" "conserved" "conserved" "10" "191" "9" "2.55815667278672e-05" "0" "0" "0" "0" "0" "116" "0" "0" "0" "0.334064"
"scaffold_20.24" "scaffold_20" "2.163234" "conserved" "conserved" "2" "203" "15" "2.55815667278672e-05" "4" "1" "0" "0" "0" "119" "0" "1" "1" "0.340415"
"scaffold_20.25" "scaffold_20" "2.063259" "conserved" "conserved" "3" "156" "22" "2.55815667278672e-05" "9" "4" "0" "0" "0" "98" "0" "0" "0" "0.330993"
"scaffold_20.26" "scaffold_20" "1.963284" "conserved" "conserved" "14" "224" "10" "2.35572880915235e-05" "6" "1" "0" "0" "0" "115" "0" "0" "0" "0.323731"
"scaffold_20.27" "scaffold_20" "1.8633085" "conserved" "conserved" "7" "216" "15" "2.29481881575279e-05" "2" "2" "0" "0" "0" "137" "0" "0" "0" "0.343232"
"scaffold_20.28" "scaffold_20" "1.763333" "conserved" "conserved" "9" "187" "4" "2.29481881575279e-05" "0" "0" "0" "0" "0" "127" "0" "0" "0" "0.300315"
"scaffold_20.29" "scaffold_20" "1.663358" "conserved" "conserved" "9" "188" "3" "2.29481881575279e-05" "0" "0" "0" "0" "0" "114" "0" "0" "0" "0.330093"
"scaffold_20.30" "scaffold_20" "1.563383" "conserved" "conserved" "10" "184" "9" "2.29481881575279e-05" "6" "1" "0" "0" "0" "115" "1" "0" "0" "0.332213"
"scaffold_20.31" "scaffold_20" "1.463408" "conserved" "conserved" "4" "130" "14" "1.56704269695341e-05" "2" "1" "1" "0" "0" "68" "0" "0" "0" "0.341755"
"scaffold_20.32" "scaffold_20" "1.363433" "conserved" "conserved" "9" "179" "14" "1.36833980671628e-05" "2" "2" "0" "0" "2" "93" "0" "0" "0" "0.334194"
"scaffold_20.33" "scaffold_20" "1.2634575" "conserved" "conserved" "9" "220" "4" "1.36833980671628e-05" "1" "0" "1" "0" "0" "114" "0" "0" "0" "0.319917"
"scaffold_20.34" "scaffold_20" "1.163482" "conserved" "conserved" "7" "185" "4" "1.36833980671628e-05" "1" "1" "0" "0" "0" "87" "0" "1" "1" "0.336084"
"scaffold_20.35" "scaffold_20" "1.063507" "conserved" "conserved" "5" "233" "10" "1.20647120951739e-05" "6" "1" "0" "0" "0" "134" "0" "0" "0" "0.324571"
"scaffold_20.36" "scaffold_20" "0.963532" "conserved" "conserved" "12" "170" "15" "9.008554306319e-06" "4" "2" "0" "2" "0" "83" "0" "0" "0" "0.336874"
"scaffold_20.37" "scaffold_20" "0.863557" "conserved" "conserved" "12" "266" "1" "9.008554306319e-06" "0" "0" "0" "0" "0" "151" "0" "0" "0" "0.322361"
"scaffold_20.38" "scaffold_20" "0.763582" "conserved" "conserved" "13" "155" "18" "9.008554306319e-06" "4" "4" "0" "1" "0" "77" "0" "0" "0" "0.325471"
"scaffold_20.39" "scaffold_20" "0.6636065" "conserved" "conserved" "4" "172" "9" "9.008554306319e-06" "1" "1" "0" "0" "0" "110" "0" "0" "0" "0.328689"
"scaffold_20.40" "scaffold_20" "0.563631" "conserved" "conserved" "7" "170" "10" "9.008554306319e-06" "2" "1" "1" "0" "0" "106" "1" "2" "2" "0.344706"
"scaffold_20.41" "scaffold_20" "0.463656" "conserved" "conserved" "8" "183" "47" "9.008554306319e-06" "14" "6" "3" "0" "0" "99" "0" "0" "0" "0.36194"
"scaffold_20.42" "scaffold_20" "0.363681" "conserved" "conserved" "19" "168" "11" "9.008554306319e-06" "7" "2" "0" "0" "0" "90" "0" "0" "0" "0.344596"
"scaffold_20.43" "scaffold_20" "0.263706" "conserved" "conserved" "4" "131" "7" "7.89070109118014e-06" "4" "1" "0" "0" "0" "73" "0" "0" "0" "0.305216"
"scaffold_20.44" "scaffold_20" "0.163731" "conserved" "conserved" "9" "151" "3" "7.86135199351921e-06" "0" "0" "0" "0" "0" "71" "0" "0" "0" "0.330473"
"scaffold_20.45" "scaffold_20" "0.0637555" "conserved" "conserved" "8" "169" "5" "1.27949123318443e-05" "0" "0" "0" "0" "0" "104" "0" "0" "0" "0.313065"
"scaffold_20.46" "scaffold_20" "0.03622" "conserved" "conserved" "15" "204" "1" "2.11181982056489e-05" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.337014"
"scaffold_20.47" "scaffold_20" "0.136195" "conserved" "conserved" "16" "215" "19" "5.61613376996063e-05" "2" "2" "0" "0" "2" "137" "0" "0" "0" "0.345546"
"scaffold_20.48" "scaffold_20" "0.23617" "conserved" "conserved" "3" "191" "18" "7.59251111907426e-06" "6" "4" "0" "0" "0" "110" "0" "1" "1" "0.347257"
"scaffold_20.49" "scaffold_20" "0.336145" "conserved" "conserved" "11" "183" "15" "7.59251111907426e-06" "6" "3" "0" "1" "1" "103" "0" "0" "0" "0.335624"
"scaffold_20.50" "scaffold_20" "0.43612" "conserved" "conserved" "12" "135" "8" "7.59251111907426e-06" "1" "0" "1" "0" "0" "67" "0" "0" "0" "0.317819"
"scaffold_20.51" "scaffold_20" "0.5360955" "conserved" "conserved" "10" "160" "14" "7.59251111907426e-06" "10" "2" "0" "0" "0" "70" "0" "0" "0" "0.323888"
"scaffold_20.52" "scaffold_20" "0.636071" "conserved" "conserved" "13" "178" "4" "7.59251111907426e-06" "3" "1" "0" "0" "2" "97" "0" "0" "0" "0.327262"
"scaffold_20.53" "scaffold_20" "0.736046" "conserved" "conserved" "9" "206" "4" "7.59251111907426e-06" "0" "0" "0" "0" "0" "111" "0" "0" "0" "0.322281"
"scaffold_20.54" "scaffold_20" "0.836021" "conserved" "conserved" "6" "213" "10" "7.59251111907426e-06" "1" "1" "0" "0" "0" "117" "0" "0" "0" "0.324121"
"scaffold_20.55" "scaffold_20" "0.935996" "conserved" "conserved" "9" "227" "12" "7.59251111907426e-06" "3" "3" "0" "2" "0" "131" "0" "0" "0" "0.349927"
"scaffold_20.56" "scaffold_20" "1.035971" "conserved" "conserved" "6" "246" "11" "7.59251111907426e-06" "1" "1" "0" "0" "0" "127" "0" "0" "0" "0.323731"
"scaffold_20.57" "scaffold_20" "1.1359465" "conserved" "conserved" "8" "174" "7" "7.59251111907426e-06" "4" "1" "0" "0" "0" "120" "0" "0" "0" "0.324998"
"scaffold_20.58" "scaffold_20" "1.235922" "conserved" "conserved" "6" "180" "17" "7.59251111907426e-06" "3" "3" "0" "0" "0" "98" "0" "0" "0" "0.323221"
"scaffold_20.59" "scaffold_20" "1.335897" "conserved" "conserved" "10" "223" "12" "7.59251111907426e-06" "2" "2" "0" "0" "1" "115" "0" "0" "0" "0.327542"
"scaffold_20.60" "scaffold_20" "1.435872" "conserved" "conserved" "4" "173" "13" "7.59251111907426e-06" "3" "3" "0" "1" "0" "93" "0" "2" "2" "0.350598"
"scaffold_20.61" "scaffold_20" "1.535847" "conserved" "conserved" "15" "185" "17" "7.59251111907426e-06" "13" "3" "0" "0" "0" "110" "0" "0" "0" "0.335224"
"scaffold_20.62" "scaffold_20" "1.635822" "conserved" "conserved" "9" "175" "14" "7.59251111907426e-06" "6" "1" "0" "1" "0" "99" "0" "0" "0" "0.324921"
